"";"session";"unit_session_id.t1";"item_id.t1";"item_name.t1";"answer.t1";"created.t1";"saved.t1";"shown.t1";"shown_relative.t1";"answered.t1";"answered_relative.t1";"displaycount.t1";"display_order.t1";"hidden.t1"
"2747";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124448;"test_impr_instr";"1";"2018-06-07 22:04:18";"2018-06-07 22:04:49";"2018-06-07 20:05:21";"1075.399999999718";"2018-06-07 20:05:21";"";1;64;0
"2748";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230779;"page_after_trialVidqual";"";"2018-06-07 22:04:18";"";"";"";"";"";1;65;1
"2749";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124452;"movie_prompt";"1";"2018-06-07 22:04:49";"2018-06-07 22:04:54";"2018-06-07 20:05:52";"1028.10000000045";"2018-06-07 20:05:52";"";1;66;0
"2750";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230781;"page_after_testVid_prompt";"";"2018-06-07 22:04:49";"";"";"";"";"";1;67;1
"2751";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124455;"server_startVideoReal";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36";"2018-06-07 22:04:54";"2018-06-07 22:04:54";"2018-06-07 22:04:54";"";"2018-06-07 22:04:54";"";1;68;0
"2752";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124454;"prompt_play";"1";"2018-06-07 22:04:55";"2018-06-07 22:07:16";"2018-06-07 20:05:57";"975.3000000000611";"2018-06-07 20:05:57";"";1;69;0
"2753";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124458;"gr3_clip";"1";"2018-06-07 22:04:55";"2018-06-07 22:07:16";"2018-06-07 20:05:57";"975.3000000000611";"2018-06-07 20:05:57";"";1;70;0
"2754";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124464;"gr9_clip";"";"";"";"";"";"";"";NA;71;1
"2755";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124462;"gr7_clip";"";"";"";"";"";"";"";NA;72;1
"2756";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124461;"gr6_clip";"";"";"";"";"";"";"";NA;73;1
"2757";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124457;"gr2_clip";"";"";"";"";"";"";"";NA;74;1
"2758";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124459;"gr4_clip";"";"";"";"";"";"";"";NA;75;1
"2759";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124460;"gr5_clip";"";"";"";"";"";"";"";NA;76;1
"2760";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124463;"gr8_clip";"";"";"";"";"";"";"";NA;77;1
"2761";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124456;"gr1_clip";"";"";"";"";"";"";"";NA;78;1
"2762";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230793;"page_after_testVid";"";"2018-06-07 22:04:55";"";"";"";"";"";1;79;1
"2763";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124467;"seen_before";"1";"2018-06-07 22:07:16";"2018-06-07 22:07:24";"2018-06-07 20:08:19";"1323.40000000022";"2018-06-07 20:08:20";"3224.799999999959";1;80;0
"2764";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124466;"server_endVideoReal";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36";"2018-06-07 22:07:16";"2018-06-07 22:07:16";"2018-06-07 22:07:16";"";"2018-06-07 22:07:16";"";1;81;0
"2765";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124468;"movie_like";"";"2018-06-07 22:07:16";"";"";"";"";"";1;82;1
"2766";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124469;"attention_video";"7";"2018-06-07 22:07:16";"2018-06-07 22:07:24";"2018-06-07 20:08:19";"1323.40000000022";"2018-06-07 20:08:23";"6071.700000000419";1;83;0
"2767";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230798;"page_after_testVidCheckQs";"";"2018-06-07 22:07:16";"";"";"";"";"";1;84;1
"2768";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124471;"gr1_picture";"";"";"";"";"";"";"";NA;85;1
"2769";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124472;"gr2_picture";"";"";"";"";"";"";"";NA;86;1
"2770";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124473;"gr3_picture";"1";"2018-06-07 22:07:25";"2018-06-07 22:07:40";"2018-06-07 20:08:27";"1628.600000000006";"2018-06-07 20:08:27";"";1;87;0
"2771";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124474;"gr4_picture";"";"";"";"";"";"";"";NA;88;1
"2772";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124475;"gr5_picture";"";"";"";"";"";"";"";NA;89;1
"2773";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124476;"gr6_picture";"";"";"";"";"";"";"";NA;90;1
"2774";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124477;"gr7_picture";"";"";"";"";"";"";"";NA;91;1
"2775";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124478;"gr8_picture";"";"";"";"";"";"";"";NA;92;1
"2776";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124479;"gr9_picture";"";"";"";"";"";"";"";NA;93;1
"2777";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124482;"gr3_gen_impr";"1";"2018-06-07 22:07:25";"2018-06-07 22:07:40";"2018-06-07 20:08:27";"1628.600000000006";"2018-06-07 20:08:35";"10152.39999999994";1;94;0
"2778";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124486;"gr7_gen_impr";"";"";"";"";"";"";"";NA;95;1
"2779";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124485;"gr6_gen_impr";"";"";"";"";"";"";"";NA;96;1
"2780";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124480;"gr1_gen_impr";"";"";"";"";"";"";"";NA;97;1
"2781";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124487;"gr8_gen_impr";"";"";"";"";"";"";"";NA;98;1
"2782";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124484;"gr5_gen_impr";"";"";"";"";"";"";"";NA;99;1
"2783";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124488;"gr9_gen_impr";"";"";"";"";"";"";"";NA;100;1
"2784";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124483;"gr4_gen_impr";"";"";"";"";"";"";"";NA;101;1
"2785";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124481;"gr2_gen_impr";"";"";"";"";"";"";"";NA;102;1
"2786";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2357486;"gen_impr_instr2";"";"";"";"";"";"";"";NA;103;1
"2787";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2357485;"gen_impr_instr1";"1";"2018-06-07 22:07:25";"2018-06-07 22:07:40";"2018-06-07 20:08:27";"1628.600000000006";"2018-06-07 20:08:27";"";1;104;0
"2788";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230817;"page_after_testVid_genImpr";"";"2018-06-07 22:07:25";"";"";"";"";"";1;105;1
"2789";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124502;"gr4_picture2";"";"";"";"";"";"";"";NA;106;1
"2790";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124500;"gr2_picture2";"";"";"";"";"";"";"";NA;107;1
"2791";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124505;"gr7_picture2";"";"";"";"";"";"";"";NA;108;1
"2792";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124499;"gr1_picture2";"";"";"";"";"";"";"";NA;109;1
"2793";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124501;"gr3_picture2";"1";"2018-06-07 22:07:40";"2018-06-07 22:09:07";"2018-06-07 20:08:42";"1359.399999999368";"2018-06-07 20:08:42";"";1;110;0
"2794";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124504;"gr6_picture2";"";"";"";"";"";"";"";NA;111;1
"2795";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124507;"gr9_picture2";"";"";"";"";"";"";"";NA;112;1
"2796";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124503;"gr5_picture2";"";"";"";"";"";"";"";NA;113;1
"2797";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124506;"gr8_picture2";"";"";"";"";"";"";"";NA;114;1
"2798";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124492;"gr4_qual";"";"";"";"";"";"";"";NA;115;1
"2799";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124494;"gr6_qual";"";"";"";"";"";"";"";NA;116;1
"2800";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124495;"gr7_qual";"";"";"";"";"";"";"";NA;117;1
"2801";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124497;"gr9_qual";"";"";"";"";"";"";"";NA;118;1
"2802";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124496;"gr8_qual";"";"";"";"";"";"";"";NA;119;1
"2803";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124489;"gr1_qual";"";"";"";"";"";"";"";NA;120;1
"2804";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124493;"gr5_qual";"";"";"";"";"";"";"";NA;121;1
"2805";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124491;"gr3_qual";"He's an awful person cause he gave up on the person with down syndrome and if it wasn't for the rain starting to fall, he probably would have abandoned the person in the middle of nowhere. He came back, which is great but you never just leave someone like that. ";"2018-06-07 22:07:40";"2018-06-07 22:09:07";"2018-06-07 20:08:42";"1359.399999999368";"2018-06-07 20:10:08";"87110.29999999938";1;122;0
"2806";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124490;"gr2_qual";"";"";"";"";"";"";"";NA;123;1
"2807";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2357506;"quali_instr1";"1";"2018-06-07 22:07:40";"2018-06-07 22:09:07";"2018-06-07 20:08:42";"1359.399999999368";"2018-06-07 20:08:42";"";1;124;0
"2808";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2357507;"quali_instr2";"";"";"";"";"";"";"";NA;125;1
"2809";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230836;"page_after_qualit";"";"2018-06-07 22:07:40";"";"";"";"";"";1;126;1
"2810";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170764;"gr1_picture3";"";"";"";"";"";"";"";NA;127;1
"2811";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170765;"gr2_picture3";"";"";"";"";"";"";"";NA;128;1
"2812";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170766;"gr3_picture3";"1";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:10";"";1;129;0
"2813";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170767;"gr4_picture3";"";"";"";"";"";"";"";NA;130;1
"2814";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170768;"gr5_picture3";"";"";"";"";"";"";"";NA;131;1
"2815";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170769;"gr6_picture3";"";"";"";"";"";"";"";NA;132;1
"2816";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170770;"gr7_picture3";"";"";"";"";"";"";"";NA;133;1
"2817";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170771;"gr8_picture3";"";"";"";"";"";"";"";NA;134;1
"2818";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2170772;"gr9_picture3";"";"";"";"";"";"";"";NA;135;1
"2819";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124508;"PANAS_intro";"1";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:10";"";1;136;0
"2820";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124514;"panas_6";"5";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:19";"11204.60000000003";1;137;0
"2821";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124522;"panas_14";"1";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:47";"38906.70000000046";1;138;0
"2822";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124526;"panas_18";"2";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:50";"41992.20000000059";1;139;0
"2823";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124509;"panas_1";"2";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:01";"52643.70000000054";1;140;0
"2824";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124521;"panas_13";"5";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:05";"56234.40000000028";1;141;0
"2825";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124518;"panas_10";"5";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:09";"60483.30000000078";1;142;0
"2826";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124524;"panas_16";"3";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:12";"63695.50000000072";1;143;0
"2827";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124528;"panas_20";"6";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:32";"23521.70000000024";1;144;0
"2828";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124517;"panas_9";"6";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:10:34";"25989.10000000069";1;145;0
"2829";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124513;"panas_5";"1";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:16";"67717.00000000055";1;146;0
"2830";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124516;"panas_8";"5";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:18";"69529.70000000004";1;147;0
"2831";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124512;"panas_4";"7";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:21";"72717.40000000046";1;148;0
"2832";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124527;"panas_19";"1";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:24";"75714.50000000004";1;149;0
"2833";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124510;"panas_2";"3";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:27";"79023.20000000054";1;150;0
"2834";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124511;"panas_3";"5";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:31";"82631.90000000031";1;151;0
"2835";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124523;"panas_15";"7";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:35";"86455.40000000074";1;152;0
"2836";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124515;"panas_7";"7";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:37";"88703.90000000043";1;153;0
"2837";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124525;"panas_17";"2";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:43";"94672.19999999998";1;154;0
"2838";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124519;"panas_11";"6";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:45";"96817.90000000001";1;155;0
"2839";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124520;"panas_12";"3";"2018-06-07 22:09:07";"2018-06-07 22:10:46";"2018-06-07 20:10:10";"1418.700000000172";"2018-06-07 20:11:46";"97553.20000000029";1;156;0
"2840";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230867;"page_after_testVid_panas";"";"2018-06-07 22:09:07";"";"";"";"";"";1;157;1
"2841";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189607;"att_check_videoGr1";"";"";"";"";"";"";"";NA;158;1
"2842";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189608;"att_check_videoGr2";"";"";"";"";"";"";"";NA;159;1
"2843";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189609;"att_check_videoGr3";"2";"2018-06-07 22:10:46";"2018-06-07 22:10:56";"2018-06-07 20:11:49";"1853.60000000037";"2018-06-07 20:11:56";"9220.000000000255";1;160;0
"2844";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189610;"att_check_videoGr4";"";"";"";"";"";"";"";NA;161;1
"2845";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189611;"att_check_videoGr5";"";"";"";"";"";"";"";NA;162;1
"2846";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189612;"att_check_videoGr6";"";"";"";"";"";"";"";NA;163;1
"2847";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189613;"att_check_videoGr7";"";"";"";"";"";"";"";NA;164;1
"2848";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189614;"att_check_videoGr8";"";"";"";"";"";"";"";NA;165;1
"2849";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2189615;"att_check_videoGr9";"";"";"";"";"";"";"";NA;166;1
"2850";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2230877;"page_after_attCheck_video";"";"2018-06-07 22:10:46";"";"";"";"";"";1;167;1
"2851";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2124405;"MIPIP_Big5_intro";"1";"2018-06-07 22:10:57";"2018-06-07 22:11:57";"2018-06-07 20:11:59";"1006.099999999606";"2018-06-07 20:11:59";"";1;168;0
"2852";"J8z5f-A3RXCwArMYEhp5TUtgxl87_qQJ0p10E8Z2MY2K30HdD6XEfAqsA2nxIFAR";2008212;2142490;"ipip_consc_2R";"2";"2018-06-07 22:10:57";"2018-06-07 22:11:57";"2018-06-07 20:11:59";"1006.099999999606";"2018-06-07 20:12:10";"11608.09999999947";1;169;0
